beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name
0.0151	Diseases of the nervous system	GE	Generalized epilepsy	0.8749	GE	Generalized epilepsy	Diseases of the nervous system
-0.0051	Diseases of the musculoskeletal system and connective tissue	M13_INTERVERTEB	Other intervertebral disc disorders	0.8749	M13_INTERVERTEB	Other intervertebral disc disorders	Diseases of the musculoskeletal system and connective tissue
0.0219	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_FACE	Melanocytic naevi of other and unspecified parts of face	0.875	CD2_BENIGN_MELANOCYTIC_FACE	Melanocytic naevi of other and unspecified parts of face	Neoplasms from hospital discharges
-0.0338	Diseases of the genitourinary system	N14_BARTHOABSCESS	Abscess of Bartholin gland	0.875	N14_BARTHOABSCESS	Abscess of Bartholin gland	Diseases of the genitourinary system
0.0287	Neoplasms from hospital discharges	CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma (other cancers excluded from controls)	0.8751	CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.0161	Diseases of the eye and adnexa	H7_RETINAVASC	Retinal vascular disorders	0.8754	H7_RETINAVASC	Retinal vascular disorders	Diseases of the eye and adnexa
0.0238	Diseases of the skin and subcutaneous tissue	L12_BULLOUS	Bullous disorders	0.8756	L12_BULLOUS	Bullous disorders	Diseases of the skin and subcutaneous tissue
0.0204	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Other symptoms and signs involving the urinary system	0.8761	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Other symptoms and signs involving the urinary system	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.0289	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP	Other symptoms and signs involving general sensations and perceptions	0.8762	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP	Other symptoms and signs involving general sensations and perceptions	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.0054	Diseases of the eye and adnexa	H7_CHOROIDRETINA	Disorders of choroid and retina	0.8763	H7_CHOROIDRETINA	Disorders of choroid and retina	Diseases of the eye and adnexa
-0.0151	Psychiatric endpoints	KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders (more controls excluded)	0.8768	KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders (more controls excluded)	Psychiatric endpoints
-0.0138	Diabetes endpoints	T1D_STRICT	Type 1 diabetes, strict definition	0.8778	T1D_STRICT	Type 1 diabetes, strict definition	Diabetes endpoints
-0.0317	Diseases of the eye and adnexa	H7_IRIDONAS	Other and unspecified iridocyclitis	0.8778	H7_IRIDONAS	Other and unspecified iridocyclitis	Diseases of the eye and adnexa
0.0413	Diseases of the nervous system	G6_TRIOTHUNS	Other and unspecified trigeminal disorders	0.8783	G6_TRIOTHUNS	Other and unspecified trigeminal disorders	Diseases of the nervous system
-0.0336	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM	Abnormal findings on diagnostic imaging of central nervous system	0.8784	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM	Abnormal findings on diagnostic imaging of central nervous system	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
0.0414	Diseases of the eye and adnexa	H7_HEREDRETINADYST	Hereditary retinal dystrophy	0.8789	H7_HEREDRETINADYST	Hereditary retinal dystrophy	Diseases of the eye and adnexa
-0.0277	Neoplasms from hospital discharges	CD2_BENIGN_EAR_NASAL_SINUS	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses	0.8796	CD2_BENIGN_EAR_NASAL_SINUS	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses	Neoplasms from hospital discharges
0.0158	Diseases of the eye and adnexa	H7_KERATITISOTH	Other keratitis	0.8799	H7_KERATITISOTH	Other keratitis	Diseases of the eye and adnexa
-0.0147	Rheuma endpoints	RHEUMA_SERONEG	Seronegative rheumatoid arthritis	0.88	RHEUMA_SERONEG	Seronegative rheumatoid arthritis	Rheuma endpoints
-0.0055	Injury, poisoning and certain other consequences of external causes	ST19_INJURI_ELBOW_FOREA	Injuries to the elbow and forearm	0.8805	ST19_INJURI_ELBOW_FOREA	Injuries to the elbow and forearm	Injury, poisoning and certain other consequences of external causes
0.0181	Diseases of the respiratory system	J10_PLEURPLAGUE	Pleural plaque	0.8806	J10_PLEURPLAGUE	Pleural plaque	Diseases of the respiratory system
-0.0192	Diseases of the ear and mastoid process	H8_HL_NAS	Other specified/unspecified hearing loss	0.8816	H8_HL_NAS	Other specified/unspecified hearing loss	Diseases of the ear and mastoid process
-0.0272	Neoplasms from hospital discharges	CD2_BENIGN_EAR_NASAL_SINUS_EXALLC	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses (other cancers excluded from controls)	0.882	CD2_BENIGN_EAR_NASAL_SINUS_EXALLC	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0165	Diseases of the ear and mastoid process	H8_OTOSCLE	Otosclerosis	0.882	H8_OTOSCLE	Otosclerosis	Diseases of the ear and mastoid process
0.015	Interstitial lung disease endpoints	ILD_HOSPITAL_MAIN	ILD, hospital admissions 1, main diag only	0.8823	ILD_HOSPITAL_MAIN	ILD, hospital admissions 1, main diag only	Interstitial lung disease endpoints
-0.0292	Congenital malformations, deformations and chromosomal abnormalities	Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	0.883	Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	Congenital malformations, deformations and chromosomal abnormalities
0.0034	Other	ILD_CVDMETABOCOMORB	ILD Co-morbidites, CVD and metabolic diseases	0.8836	ILD_CVDMETABOCOMORB	ILD Co-morbidites, CVD and metabolic diseases	Other
0.0209	Other	MYELOPROF	Myeloproliferative diseases	0.8839	MYELOPROF	Myeloproliferative diseases	Other
-0.0162	Mental and behavioural disorders	F5_DELUSIO	Persistent delusional disorders	0.8839	F5_DELUSIO	Persistent delusional disorders	Mental and behavioural disorders
-0.0511	Interstitial lung disease endpoints	MYCOBLUNGATYPICA	Atypical mycobacterium lung infection	0.885	MYCOBLUNGATYPICA	Atypical mycobacterium lung infection	Interstitial lung disease endpoints
-0.01	Pregnancy, childbirth and the puerperium	O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems	0.885	O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems	Pregnancy, childbirth and the puerperium
-0.0169	Certain infectious and parasitic diseases	AB1_TUBERCULOSIS	Tuberculosis	0.8853	AB1_TUBERCULOSIS	Tuberculosis	Certain infectious and parasitic diseases
0.0201	Diseases of the nervous system	G6_HEMIPLE	Hemiplegia	0.8853	G6_HEMIPLE	Hemiplegia	Diseases of the nervous system
0.006	Diseases of the respiratory system	J10_LOWERINF	Other acute lower respiratory infections	0.8863	J10_LOWERINF	Other acute lower respiratory infections	Diseases of the respiratory system
-0.0296	Neoplasms from cancer register	C3_NSCLC_SQUAM	Non-small cell lung cancer, squamous	0.8865	C3_NSCLC_SQUAM	Non-small cell lung cancer, squamous	Neoplasms from cancer register
0.0027	Other	ILD_COMORB	ILD-related co-morbidities	0.8867	ILD_COMORB	ILD-related co-morbidities	Other
-0.0273	Diseases of the respiratory system	J10_PYOTHORAX	Pyothorax	0.8867	J10_PYOTHORAX	Pyothorax	Diseases of the respiratory system
0.0128	Diseases of the skin and subcutaneous tissue	L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified	0.887	L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified	Diseases of the skin and subcutaneous tissue
0.0152	Factors influencing health status and contact with health services	Z21_PROBL_RELATED_LIFE_M_DIFFICULTY	Problems related to life-management difficulty	0.8873	Z21_PROBL_RELATED_LIFE_M_DIFFICULTY	Problems related to life-management difficulty	Factors influencing health status and contact with health services
-0.0208	Diseases of the skin and subcutaneous tissue	L12_HYPETROPHICSCAR	Hypertrophic scar	0.8874	L12_HYPETROPHICSCAR	Hypertrophic scar	Diseases of the skin and subcutaneous tissue
-0.0299	Diseases of the nervous system	G6_SPINOTH	Other diseases of spinal cord	0.8874	G6_SPINOTH	Other diseases of spinal cord	Diseases of the nervous system
0.0231	Neoplasms from hospital discharges	CD2_BENIGN_DESCENDING_COLON	Benign neoplasm: Descending colon	0.8877	CD2_BENIGN_DESCENDING_COLON	Benign neoplasm: Descending colon	Neoplasms from hospital discharges
-0.0253	Congenital malformations, deformations and chromosomal abnormalities	Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	0.8877	Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	Congenital malformations, deformations and chromosomal abnormalities
0.0079	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMALITI_HEART_BEAT	Abnormalities of heart beat	0.8877	R18_ABNORMALITI_HEART_BEAT	Abnormalities of heart beat	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.0194	Diseases of the musculoskeletal system and connective tissue	M13_NECROVASC	Other necrotizing vasculopathies	0.8887	M13_NECROVASC	Other necrotizing vasculopathies	Diseases of the musculoskeletal system and connective tissue
0.0202	Diseases of the circulatory system	I9_MYOCARD	Myocarditis	0.8894	I9_MYOCARD	Myocarditis	Diseases of the circulatory system
0.048	Rheuma endpoints	OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	0.8897	OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	Rheuma endpoints
-0.0179	Interstitial lung disease endpoints	IPF	Idiopathic pulmonary fibrosis (attempt to specificity)	0.8901	IPF	Idiopathic pulmonary fibrosis (attempt to specificity)	Interstitial lung disease endpoints
-0.0466	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_NUTRIANAEMIAOTHER	Other nutritional anaemias	0.8901	D3_NUTRIANAEMIAOTHER	Other nutritional anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
-0.0172	Pregnancy, childbirth and the puerperium	O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	0.8902	O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	Pregnancy, childbirth and the puerperium
-0.0255	Neoplasms from cancer register	C3_MESTOTHEL_SOFTTISSUE	Melignant neoplasm of mesothelium and soft tissue	0.8904	C3_MESTOTHEL_SOFTTISSUE	Melignant neoplasm of mesothelium and soft tissue	Neoplasms from cancer register
-0.0486	Other	CHARCOT	Charcot foot	0.891	CHARCOT	Charcot foot	Other
-0.0073	Diseases of the respiratory system	J10_PLEURA	Other diseases of pleura	0.891	J10_PLEURA	Other diseases of pleura	Diseases of the respiratory system
0.0111	Pregnancy, childbirth and the puerperium	O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	0.8912	O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	Pregnancy, childbirth and the puerperium
0.0122	Pregnancy, childbirth and the puerperium	O15_PREG_ECTOP	Ectopic pregnancy	0.8916	O15_PREG_ECTOP	Ectopic pregnancy	Pregnancy, childbirth and the puerperium
0.0254	Injury, poisoning and certain other consequences of external causes	ST19_CONTU_ANKLE	Contusion of ankle	0.8916	ST19_CONTU_ANKLE	Contusion of ankle	Injury, poisoning and certain other consequences of external causes
0.018	Neoplasms from hospital discharges	CD2_BENIGN_UTERUS_OTH_EXALLC	Other benign neoplasms of uterus (other cancers excluded from controls)	0.8922	CD2_BENIGN_UTERUS_OTH_EXALLC	Other benign neoplasms of uterus (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.0072	Certain infectious and parasitic diseases	AB1_SEXUAL_TRANSMISSION	Infections with a predominantly sexual mode of transmission	0.8924	AB1_SEXUAL_TRANSMISSION	Infections with a predominantly sexual mode of transmission	Certain infectious and parasitic diseases
-0.0053	Diseases of the circulatory system	I9_OTHARR	Other arrhytmias	0.8928	I9_OTHARR	Other arrhytmias	Diseases of the circulatory system
-0.0076	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_ANAEMIANAS	Other and unspecified anaemias	0.893	D3_ANAEMIANAS	Other and unspecified anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
-0.0029	Factors influencing health status and contact with health services	Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	Other special examinations and investigations of persons without complaint or reported diagnosis	0.893	Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	Other special examinations and investigations of persons without complaint or reported diagnosis	Factors influencing health status and contact with health services
0.0082	Mental and behavioural disorders	F5_BEHAVE	Behavioural syndromes associated with physiological disturbances and physical factors	0.8931	F5_BEHAVE	Behavioural syndromes associated with physiological disturbances and physical factors	Mental and behavioural disorders
-0.0093	Diseases of the musculoskeletal system and connective tissue	M13_PATELLAOTH	Other disorders of patella	0.8936	M13_PATELLAOTH	Other disorders of patella	Diseases of the musculoskeletal system and connective tissue
-0.0046	Psychiatric endpoints	KRA_PSY_ANXIETY_EXMORE	Anxiety disorders (more controls excluded)	0.8937	KRA_PSY_ANXIETY_EXMORE	Anxiety disorders (more controls excluded)	Psychiatric endpoints
-0.0102	Other	POLLENALLERG	Pollen allergy	0.894	POLLENALLERG	Pollen allergy	Other
0.0027	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Symptoms and signs involving the circulatory and respiratory systems	0.895	R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Symptoms and signs involving the circulatory and respiratory systems	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.0214	Neoplasms from hospital discharges	CD2_BENIGN_CONNSOFT_UPPERLIMB	Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	0.896	CD2_BENIGN_CONNSOFT_UPPERLIMB	Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	Neoplasms from hospital discharges
0.0036	Factors influencing health status and contact with health services	Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE	Persons encountering health services for specific procedures and health care	0.8977	Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE	Persons encountering health services for specific procedures and health care	Factors influencing health status and contact with health services
-0.0143	Diseases of the musculoskeletal system and connective tissue	M13_POLYMYALGIA	Polymyalgia rheumatica	0.8981	M13_POLYMYALGIA	Polymyalgia rheumatica	Diseases of the musculoskeletal system and connective tissue
0.0127	Neoplasms from hospital discharges	CD2_BENIGN_MOUTH_PHARYNX	Benign neoplasm of mouth and pharynx	0.8988	CD2_BENIGN_MOUTH_PHARYNX	Benign neoplasm of mouth and pharynx	Neoplasms from hospital discharges
-0.012	Interstitial lung disease endpoints	ILD	Interstitial lung disease	0.899	ILD	Interstitial lung disease	Interstitial lung disease endpoints
0.0114	Diseases of the circulatory system	I9_AVBLOCK	AV-block	0.8998	I9_AVBLOCK	AV-block	Diseases of the circulatory system
-0.0184	Diseases of the respiratory system	J10_PNEUMOTHORAX	Pneumothorax	0.8998	J10_PNEUMOTHORAX	Pneumothorax	Diseases of the respiratory system
-0.0226	Diseases of the skin and subcutaneous tissue	L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	0.9002	L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	Diseases of the skin and subcutaneous tissue
0.0078	Rheuma endpoints	RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis	0.9007	RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis	Rheuma endpoints
