beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name	odds_ratio
0.0164	Factors influencing health status and contact with health services	Z21_OUTCO_DELIV	Outcome of delivery	0.7749	Z21_OUTCO_DELIV	Outcome of delivery	Factors influencing health status and contact with health services	1.01653521818139
0.012	Diseases of the respiratory system	J10_VOCALLARYNX	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified	0.7752	J10_VOCALLARYNX	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified	Diseases of the respiratory system	1.01207228886608
-0.0249	Injury, poisoning and certain other consequences of external causes	ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL	Injury of muscle and tendon at lower leg level	0.7754	ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL	Injury of muscle and tendon at lower leg level	Injury, poisoning and certain other consequences of external causes	0.975407447896248
-0.048	Factors influencing health status and contact with health services	Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_NOT_CARRIED	Persons encountering health services for specific procedures, not carried out	0.7755	Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_NOT_CARRIED	Persons encountering health services for specific procedures, not carried out	Factors influencing health status and contact with health services	0.953133787077505
0.0215	Diseases of the musculoskeletal system and connective tissue	M13_RADICULOPATHY	Radiculopathy	0.7756	M13_RADICULOPATHY	Radiculopathy	Diseases of the musculoskeletal system and connective tissue	1.02173279033738
0.0917	Injury, poisoning and certain other consequences of external causes	ST19_FROSTBITE	Frostbite	0.7757	ST19_FROSTBITE	Frostbite	Injury, poisoning and certain other consequences of external causes	1.09603596196568
0.0591	Psychiatric endpoints	KRA_PSY_BEHAV	Behavioural disorders	0.7764	KRA_PSY_BEHAV	Behavioural disorders	Psychiatric endpoints	1.06088132356829
-0.063	Congenital malformations, deformations and chromosomal abnormalities	Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet	0.7768	Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet	Congenital malformations, deformations and chromosomal abnormalities	0.938943473689133
0.0613	Neoplasms from cancer register	C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (other cancers excluded from controls)	0.7786	C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (other cancers excluded from controls)	Neoplasms from cancer register	1.06321783169669
0.0444	Neoplasms from hospital discharges	CD2_BENIGN_PITUITARY_CRANIPHAR_EXALLC	Benign neoplasm: Pituitary gland, craniopharyngeal duct (other cancers excluded from controls)	0.7793	CD2_BENIGN_PITUITARY_CRANIPHAR_EXALLC	Benign neoplasm: Pituitary gland, craniopharyngeal duct (other cancers excluded from controls)	Neoplasms from hospital discharges	1.04540043144014
0.0891	Neoplasms from cancer register	C3_EYE_ADNEXA	Malignant neoplasm of eye and adnexa	0.7798	C3_EYE_ADNEXA	Malignant neoplasm of eye and adnexa	Neoplasms from cancer register	1.09318996985755
-0.0097	Injury, poisoning and certain other consequences of external causes	ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED	Complications of procedures, not elsewhere classified	0.7805	ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED	Complications of procedures, not elsewhere classified	Injury, poisoning and certain other consequences of external causes	0.990346893255991
-0.018	Diabetes endpoints	DM_KETOACIDOSIS	Diabetic ketoacidosis	0.7807	DM_KETOACIDOSIS	Diabetic ketoacidosis	Diabetes endpoints	0.982161032358301
-0.0203	Diseases of the nervous system	G6_MIGRAINE_NO_AURA	Migraine without aura	0.782	G6_MIGRAINE_NO_AURA	Migraine without aura	Diseases of the nervous system	0.979904657809293
0.0315	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMALITI_GAIT_MOBIL	Abnormalities of gait and mobility	0.782	R18_ABNORMALITI_GAIT_MOBIL	Abnormalities of gait and mobility	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	1.03200137559565
-0.0387	Pregnancy, childbirth and the puerperium	O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	0.7826	O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	Pregnancy, childbirth and the puerperium	0.962039277642221
-0.0272	Neoplasms from hospital discharges	CD2_BENIGN_SKIN_FACE_EXALLC	Benign neoplasm: Skin of other and unspecified parts of face (other cancers excluded from controls)	0.7832	CD2_BENIGN_SKIN_FACE_EXALLC	Benign neoplasm: Skin of other and unspecified parts of face (other cancers excluded from controls)	Neoplasms from hospital discharges	0.973166588741959
0.0159	Diseases of the digestive system	K11_LIVER	Diseases of liver	0.7835	K11_LIVER	Diseases of liver	Diseases of the digestive system	1.01602707761803
-0.013	Mental and behavioural disorders	F5_ANXIETY	Other anxiety disorders	0.7842	F5_ANXIETY	Other anxiety disorders	Mental and behavioural disorders	0.987084135020288
-0.0102	Injury, poisoning and certain other consequences of external causes	ST19_INTRACRATRAUMA	Intracranial trauma	0.7842	ST19_INTRACRATRAUMA	Intracranial trauma	Injury, poisoning and certain other consequences of external causes	0.989851843582095
0.0833	Other	DIS_THYROID_OTH	Other disorders of thyroid	0.7847	DIS_THYROID_OTH	Other disorders of thyroid	Other	1.08686781999007
0.0447	Endocrine, nutritional and metabolic diseases	E4_VIT_DEF	Vitamin deficiency	0.7848	E4_VIT_DEF	Vitamin deficiency	Endocrine, nutritional and metabolic diseases	1.04571409861729
0.0447	Endocrine, nutritional and metabolic diseases	VIT_DEF	Vitamin deficiency	0.7848	VIT_DEF	Vitamin deficiency	Endocrine, nutritional and metabolic diseases	1.04571409861729
0.0114	Diseases of the circulatory system	I9_HEARTFAIL	Heart failure,strict	0.7853	I9_HEARTFAIL	Heart failure,strict	Diseases of the circulatory system	1.01146522762934
-0.0398	Diseases of the digestive system	K11_OESITIS	Oesophagitis	0.7858	K11_OESITIS	Oesophagitis	Diseases of the digestive system	0.960981616257224
0.0412	Neurological endpoints	AD_AM_EXMORE	Alzheimer's disease (Atypical or mixed) (more controls excluded)	0.7858	AD_AM_EXMORE	Alzheimer's disease (Atypical or mixed) (more controls excluded)	Neurological endpoints	1.04206049680502
0.0093	Diseases of the respiratory system	J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	0.7864	J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	Diseases of the respiratory system	1.00934337937177
0.0467	Diseases of the musculoskeletal system and connective tissue	M13_MEDIALEPICOND	Medial epicondylitis	0.7872	M13_MEDIALEPICOND	Medial epicondylitis	Diseases of the musculoskeletal system and connective tissue	1.04780761963771
-0.0176	Diseases of the musculoskeletal system and connective tissue	M13_GANGLION	Ganglion	0.788	M13_GANGLION	Ganglion	Diseases of the musculoskeletal system and connective tissue	0.982553975354604
-0.0242	Injury, poisoning and certain other consequences of external causes	ST19_SUPERF_INJURY_THORAX	Superficial injury of thorax	0.788	ST19_SUPERF_INJURY_THORAX	Superficial injury of thorax	Injury, poisoning and certain other consequences of external causes	0.97609047214037
0.0396	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_NOS_EXALLC	Melanocytic naevi, other sites/unspecified (other cancers excluded from controls)	0.789	CD2_BENIGN_MELANOCYTIC_NOS_EXALLC	Melanocytic naevi, other sites/unspecified (other cancers excluded from controls)	Neoplasms from hospital discharges	1.04039453313647
-0.0124	Diseases of the circulatory system	I9_NONRHEVALV	Non-rheumatic valve diseases	0.7904	I9_NONRHEVALV	Non-rheumatic valve diseases	Diseases of the circulatory system	0.987676563211984
-0.0081	Psychiatric endpoints	KRA_PSY_ANXIETY	Anxiety disorders	0.7905	KRA_PSY_ANXIETY	Anxiety disorders	Psychiatric endpoints	0.991932716605571
0.0305	Diseases of the nervous system	G6_BRACHPLE	Brachial plexus disorders	0.7907	G6_BRACHPLE	Brachial plexus disorders	Diseases of the nervous system	1.03096989004878
-0.0328	Diseases of the nervous system	G6_PLANTAR	Lesion of plantar nerve	0.7913	G6_PLANTAR	Lesion of plantar nerve	Diseases of the nervous system	0.967732086653011
0.0249	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_SARCOIDOSIS	Sarcoidosis	0.7915	D3_SARCOIDOSIS	Sarcoidosis	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	1.02521259413878
0.0743	Diseases of the musculoskeletal system and connective tissue	M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarhritis of wrist	0.7928	M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarhritis of wrist	Diseases of the musculoskeletal system and connective tissue	1.07712989599902
-0.013	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE	Other symptoms and signs involving cognitive functions and awareness	0.7939	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE	Other symptoms and signs involving cognitive functions and awareness	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	0.987084135020288
0.0928	Diseases of the genitourinary system	N14_ENDOMETRIOSIS_INTESTINE	Endometriosis of intestine	0.7943	N14_ENDOMETRIOSIS_INTESTINE	Endometriosis of intestine	Diseases of the genitourinary system	1.0972422648688
0.0103	Diseases of the genitourinary system	N14_PYELONEPHR	Acute tubulo-interstitial nephritis	0.7943	N14_PYELONEPHR	Acute tubulo-interstitial nephritis	Diseases of the genitourinary system	1.0103532275911
0.0797	Pregnancy, childbirth and the puerperium	O15_DELIV_OTHER_ASSIST	Other assisted single delivery	0.7947	O15_DELIV_OTHER_ASSIST	Other assisted single delivery	Pregnancy, childbirth and the puerperium	1.0829621302977
0.0812	Neoplasms from cancer register	C3_EYE_ADNEXA_EXALLC	Malignant neoplasm of eye and adnexa (other cancers excluded from controls)	0.7985	C3_EYE_ADNEXA_EXALLC	Malignant neoplasm of eye and adnexa (other cancers excluded from controls)	Neoplasms from cancer register	1.08458779243494
-0.0126	Mental and behavioural disorders	F5_STRESSOTH	Other reactioin to severe stress, and adjustment disorders	0.7987	F5_STRESSOTH	Other reactioin to severe stress, and adjustment disorders	Mental and behavioural disorders	0.987479047651556
-0.025	Neoplasms from hospital discharges	CD2_BENIGN_SKIN_FACE	Benign neoplasm: Skin of other and unspecified parts of face	0.7995	CD2_BENIGN_SKIN_FACE	Benign neoplasm: Skin of other and unspecified parts of face	Neoplasms from hospital discharges	0.975309912028333
0.0148	Rheuma endpoints	RHEU_ARTHRITIS_OTH	Other arthritis (FG)	0.8004	RHEU_ARTHRITIS_OTH	Other arthritis (FG)	Rheuma endpoints	1.0149100623037
0.0227	Gastrointestinal endpoints	ULCERNAS	Ulcerative colitis, NAS	0.8005	ULCERNAS	Ulcerative colitis, NAS	Gastrointestinal endpoints	1.02295960562774
-0.0451	Diseases of the digestive system	K11_OTHABDHER	Other and unspecified abdominal hernia	0.8006	K11_OTHABDHER	Other and unspecified abdominal hernia	Diseases of the digestive system	0.955901886864745
-0.0699	Factors influencing health status and contact with health services	Z21_PROBL_RELATED_HOUSI_ECONO_CIRCUMSTANC	Problems related to housing and economic circumstances	0.8007	Z21_PROBL_RELATED_HOUSI_ECONO_CIRCUMSTANC	Problems related to housing and economic circumstances	Factors influencing health status and contact with health services	0.932487063950063
0.0507	Diseases of the genitourinary system	N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter	0.802	N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter	Diseases of the genitourinary system	1.05200724376501
-0.0211	Diseases of the musculoskeletal system and connective tissue	M13_HALLUXRIGIDUS	Hallux rigidus	0.8027	M13_HALLUXRIGIDUS	Hallux rigidus	Diseases of the musculoskeletal system and connective tissue	0.979121047568934
-0.0291	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	Abnormal findings on diagnostic imaging of other body structures	0.8035	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	Abnormal findings on diagnostic imaging of other body structures	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	0.971319327677079
0.0783	Diseases of the digestive system	K11_OTHAPPEND	Other diseases of appendix	0.8043	K11_OTHAPPEND	Other diseases of appendix	Diseases of the digestive system	1.08144704412307
0.0186	Pregnancy, childbirth and the puerperium	O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	0.8043	O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	Pregnancy, childbirth and the puerperium	1.01877405748162
-0.0359	Neoplasms from hospital discharges	CD2_BENIGN_UTERUS_NOS_EXALLC	Other benign neoplasm of uterus: Other parts/unspecified (other cancers excluded from controls)	0.8047	CD2_BENIGN_UTERUS_NOS_EXALLC	Other benign neoplasm of uterus: Other parts/unspecified (other cancers excluded from controls)	Neoplasms from hospital discharges	0.964736762335834
0.0362	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_NOS	Melanocytic naevi, other sites/unspecified	0.8062	CD2_BENIGN_MELANOCYTIC_NOS	Melanocytic naevi, other sites/unspecified	Neoplasms from hospital discharges	1.03686319839472
0.0385	Pregnancy, childbirth and the puerperium	O15_LABOUR_OBSTR_OTHER	Other obstructed labour	0.8064	O15_LABOUR_OBSTR_OTHER	Other obstructed labour	Pregnancy, childbirth and the puerperium	1.03925072835798
0.03	Diseases of the skin and subcutaneous tissue	L12_INFECT_SKIN_NAS	Other and unspecified local infections of skin and subcutaneous tissue	0.8072	L12_INFECT_SKIN_NAS	Other and unspecified local infections of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue	1.03045453395352
-0.011	Asthma and related endpoints	ASTHMA_NAS	Asthma, unspecified (mode)	0.808	ASTHMA_NAS	Asthma, unspecified (mode)	Asthma and related endpoints	0.989060278775369
-0.0163	Certain infectious and parasitic diseases	AB1_OTHER_VIRAL	Other viral diseases	0.8082	AB1_OTHER_VIRAL	Other viral diseases	Certain infectious and parasitic diseases	0.98383212614057
0.0376	Mental and behavioural disorders	F5_ADHD	Disturbance of activity and attention	0.8089	F5_ADHD	Disturbance of activity and attention	Mental and behavioural disorders	1.03831582347277
0.0453	Diseases of the respiratory system	J10_BRONCHNAS	Unspecified chronic bronchitis	0.8104	J10_BRONCHNAS	Unspecified chronic bronchitis	Diseases of the respiratory system	1.04634171534265
0.0432	Injury, poisoning and certain other consequences of external causes	ST19_CONTU_OTHER_UNSPE_PARTS_FOOT	Contusion of other and unspecified parts of foot	0.8105	ST19_CONTU_OTHER_UNSPE_PARTS_FOOT	Contusion of other and unspecified parts of foot	Injury, poisoning and certain other consequences of external causes	1.04414670330973
0.0344	Mental and behavioural disorders	F5_EATOTH	Other eating disorders	0.8117	F5_EATOTH	Other eating disorders	Mental and behavioural disorders	1.03499852334861
-0.0107	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	0.8117	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	0.989357041371165
0.0284	Diseases of the musculoskeletal system and connective tissue	M13_OSTEOCHONDROPATHY	Other osteochondropathies	0.8127	M13_OSTEOCHONDROPATHY	Other osteochondropathies	Diseases of the musculoskeletal system and connective tissue	1.02880712497782
-0.0446	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	0.8136	D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	0.95637995731583
0.0129	Injury, poisoning and certain other consequences of external causes	ST19_FRACT_WRIST_HAND_LEVEL	Fracture at wrist and hand level	0.8136	ST19_FRACT_WRIST_HAND_LEVEL	Fracture at wrist and hand level	Injury, poisoning and certain other consequences of external causes	1.01298356393833
